Species,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA,Expiration,Certification Body,Certification Address,Certification Contact
arabica,Taiwan,鄉庭有機咖啡莊園 (Siang-Ting Organic Farm),"2024 Sustainable Specialty Coffee Farm Awards,S006",鄉庭有機咖啡莊園 (Siang-Ting Organic Farm),,Taiwan Coffee Laboratory,130,"花蓮縣壽豐鄉 Shoufeng Township, Hualien County","張進義 CHANG,JIN-YI",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"90%Typica,10%Geisha",Completed,Pulped natural / honey,7.75,7.92,7.67,7.83,7.83,7.75,10,10,10,7.92,0,84.67,11.80%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Akaza GM Farm,1,hulling facility,,Akaza GM Farm,1300,maechantai,Anusorn Chuepa,2,10 kg,Specialty Coffee Institute of Thailand,2022 / 2023,"October 29th, 2024",Anusorn,Java,Completed,Washed / Wet,7.75,7.83,7.92,7.83,7.75,7.75,10,10,10,7.83,0,84.67,10.40%,0 full defects,0,,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Taiwan,璟隆咖啡莊園 Jing Long Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S013",璟隆咖啡莊園 Jing Long Coffee Manor,,Taiwan Coffee Laboratory,1350,"嘉義縣番路鄉 Fanlu Township, Chiayi County","蘇彥璋 SU, YEN-CHANG",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.67,8,7.75,7.92,7.67,7.83,10,10,10,7.83,0,84.67,10.40%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Uganda,Bugisu Shamba,035/170/5041126,Kawacom,,Kawacom uganda LTD,1400 - 1900,Mount Elgon,Kawacom Uganda Ltd,160,60 kg,"Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)",2023 / 2024,"April 30th, 2024",Kawacom Uganda LTD,SL14,Completed,Washed / Wet,8,7.92,7.67,7.75,7.67,7.75,10,10,10,7.92,0,84.67,10.60%,0 full defects,0,Green,0 full defects,,"April 30th, 2025","Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)","Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119
arabica,Kenya,KAMUNDU ESTATE,SAS: 7425 AB TOP,Sasini Coffee Mill,,Sasini Plc,1800-2150,MT KENYA,SASINI PLC - KAMUNDU ESTATE,150,60 kg,Kenya Coffee Traders Association,2024 / 2025,"March 25th, 2025",Eric Gatheca Gitau,SL28,Completed,Washed / Wet,7.75,7.92,7.83,7.83,7.67,7.83,10,10,10,7.83,0,84.67,11%,0 full defects,0,Green,5 full defects,,"March 25th, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Ethiopia,Kore,Kore,Kore,010/0148/0933,Taiwan Coffee Laboratory,2000,Yirgacheffe Kochere Beloya,Tracon,320,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"November 27th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Kurume,Completed,Washed / Wet,7.83,7.92,7.83,7.83,7.67,7.75,10,10,10,7.83,0,84.67,10.50%,0 full defects,0,Yellow-Green,1 full defects,,"November 27th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Phupha Estate,May Big Lot,PANA Coffee,,Phupha Estate,1400,"Doi Saket,Chiang Mai",Kantima Tadplevthong,27,20 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Kantima Tadplevthong,"Mixed Variety: Typica, Bourbon, Catuai, Caturra",Completed,Washed / Wet,7.67,7.92,7.75,7.67,7.92,7.75,10,10,10,8,0,84.67,10.30%,0 full defects,0,,3 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Homhoh farm,May Big Lot,Mogoju Bean,,Independent,1100,"Mae Sariang, Mae Hong Son",Manop Phiarchobphai,34,30 kg,Coffee Quality Institute,2023 / 2024,"July 12th, 2024",Manop Phiarchobphai,Catimor,Completed,Washed / Wet,7.83,7.92,7.75,7.75,7.92,7.83,10,10,10,7.67,0,84.67,10.70%,0 full defects,0,,0 full defects,,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Zambia,Mount Sunzu Coffee Ltd.,N°2,Mount Sunzu Coffee Ltd.,,Mount Sunzu Coffee Ltd.,1600,Northern Province,Mount Sunzu Coffee Ltd.,70,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,"October 28th, 2024",Luca Costa,Sarchimor,Completed,Natural / Dry,7.75,7.92,7.75,7.92,7.75,7.75,10,10,10,7.75,0,84.58,12%,0 full defects,0,yellow-green,5 full defects,,"October 28th, 2025",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81
arabica,Taiwan,花囍田咖啡莊園 Hua Xi Tian Manor Café,"2024 Sustainable Specialty Coffee Farm Awards,S017",花囍田咖啡莊園 Hua Xi Tian Manor Café,,Taiwan Coffee Laboratory,880,"雲林縣古坑鄉 Gukeng Township, Yunlin County","林貝珊 LIN, PEI-SHAN",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,"60%SL34,40%Yellow Bourbon",Completed,Natural / Dry,7.92,7.75,7.83,7.75,7.67,7.83,10,10,10,7.83,0,84.58,10.10%,0 full defects,0,Yellow-Green,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Thailand,Peenarit Ponkhataigool,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"107 Moo.11,Klang Wiang, Wiang Sa ,Nan, 55110",1450,"Klang Wiang, Wiang Sa, Nan",Peenarit Ponkhataigool,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Peenarit Ponkhataigool,Catimor mix and varieties,Completed,Washed / Wet,8,7.83,7.75,7.83,7.67,7.83,10,10,10,7.67,0,84.58,10.90%,0 full defects,0,Greenish,1 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,Finca de Mojia,2023/2024,OMNiA cafe chiang mai,,omnia cafe,"1,100-1,200",Thailand,Nutchicha Owatwaroj,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Nutchicha Owatwaroj,Catimor,Completed,Pulped natural / honey,7.75,8.08,7.58,7.83,7.83,7.75,10,10,10,7.75,0,84.58,13.30%,0 full defects,0,yellow-green,2 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Vietnam,Trek Kafe,1,Trek Kafe,,CÔNG TY CỔ PHẦN TẬP ĐOÀN CAFE MĂNG ĐEN,1200,"Măng Đen, huyện Konplong, Kon Tum",Bạch Ngọc Hải,250,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Bạch Ngọc Hải,Mixed,Completed,Washed / Wet,7.67,7.92,7.67,8,7.83,7.75,10,10,10,7.75,0,84.58,11.40%,0 full defects,0,Green,0 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Thailand,Saenchai Estate,1,Dry,,Saenchai estate,1500,กัลยาณิวัฒนา,Sanchai Jupo,1,10 kg,Specialty Coffee Institute of Thailand,2022 / 2023,"October 29th, 2024",Saenchai Jupo,Bourbon,Completed,Natural / Dry,8,7.92,7.75,7.67,7.67,7.75,10,10,10,7.83,0,84.58,10.30%,0 full defects,0,Yellow Green,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Colombia,Cooperativa de caficultores de Antioquia,63-00728,Trilladora CAFEXCOOP - TULUA,63-00728,Expocafe S.A.S,1750,Antioquia,Expocafe S.A,516,35 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2023 / 2024,"June 20th, 2024",Ricardo Granados,Colombia - Castillo,Completed,Washed / Wet,7.83,7.92,7.58,7.75,8,7.75,10,10,10,7.75,0,84.58,11.10%,0 full defects,0,Greenish,0 full defects,,"June 20th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Thailand,Yodying Phichayawanit,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"45 Moo.11,Ban Manee Pruek,Ngop, Thung Chang ,Nan, 55130",1200,"Ngop, Thung Chang, Nan",Yodying Phichayawanit,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Yodying Phichayawanit,Gesha,Completed,Washed / Wet,7.92,7.92,7.67,7.83,7.58,7.75,10,10,10,7.83,0,84.5,10.50%,0 full defects,0,,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Colombia,N / A,3-068-00913,Trilladora Popayán,3-068-00913,ECOM COLOMBIA,1800,Cauca,Regional producers,285,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2023 / 2024,"May 30th, 2024",Raúl Vargas,Caturra,Completed,Washed / Wet,7.92,7.83,7.58,7.75,8,7.67,10,10,10,7.75,0,84.5,11.60%,1 full defects,1,Green,4 full defects,,"May 30th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Thailand,Victory coffee,1,แปรรูปแบบเปียกหรือแห้ง,,Victory coffee เทพเสด็จ,1100,ดอยเทพเสด็จ,นายนพเก้า พรหมเมือง,1,10 kg,Specialty Coffee Institute of Thailand,2024,"October 29th, 2024",ธัญรดา ศรีวิไชย,Catimor,Completed,Pulped natural / honey,7.83,8,7.5,7.92,7.67,7.83,10,10,10,7.75,0,84.5,8.10%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Guatemala,Finca Las Brisas y Anexos,11-63-552,Beneficio agua santa,11-63-552,"RETRILLAS DEL PACIFICO, S.A.",1600,Huehuetenango,Hervin Gustavo Aguirre Velásquez,600,30 kg,Asociacion Nacional Del Café,2023 / 2024,"May 14th, 2024",Astrid Fabiola Campos Albeño,Bourbon,Completed,Washed / Wet,7.58,7.92,7.75,7.92,7.75,7.83,10,10,10,7.75,0,84.5,9.50%,0 full defects,1,Green,3 full defects,,"May 14th, 2025",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
arabica,Thailand,YODDOIMAEJANTAI,1,Natural,,YODDOIMAEJANTAI,1300-1500,Chiangrai,Pucha,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"November 7th, 2024",PUCHA ARYEE,Bourbon,Completed,Natural / Dry,8,8,7.67,7.75,7.67,7.75,10,10,10,7.67,0,84.5,9.20%,0 full defects,0,Green,0 full defects,,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Kenya,BULK,6188,VARIOUS,37/0756/4889,NKG East Africa,1900 - 2200,CENTRAL KENYA,SMALLHOLDERS,300,60 kg,Kenya Coffee Traders Association,2023 / 2024,"August 5th, 2024",Judith Murimi,SL28,Completed,Washed / Wet,7.67,7.83,7.75,7.67,8,7.75,10,10,10,7.83,0,84.5,11.80%,0 full defects,0,Green,5 full defects,,"August 5th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621
arabica,Thailand,Saenchai Estate,1,wet hulling,,Saenchai estate,1500,กัลยาณิวัฒนา,Saenchai Jupo,1,10 kg,Specialty Coffee Institute of Thailand,2019 / 2020,"October 29th, 2024",Saenchai Jupo,Bourbon,Completed,Washed / Wet,7.83,7.92,7.67,7.83,7.75,7.75,10,10,10,7.75,0,84.5,10.10%,0 full defects,0,,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Guatemala,Concepción Buena Vista,11/15/148,Linea Gourmet,11/15/148,"Peter Schoenfeld, S.A.",1600,Antigua,David Gerardo Solano Guerra,30,30 kg,Asociacion Nacional Del Café,2023 / 2024,"April 26th, 2024",Astrid Fabiola Campos Albeño,Bourbon,Completed,Washed / Wet,7.5,7.92,7.75,7.92,7.92,7.75,10,10,10,7.75,0,84.5,8.90%,0 full defects,1,Green,2 full defects,,"April 26th, 2025",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
arabica,Thailand,Phupha Estate,TCE,Big Black Box Dry Mill Plant,,Phupha Estate,1450,"Doi Saket,Chiang Mai",Kantima Tadplevthong,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Kantima Tadplevthong,Mix,Completed,Pulped natural / honey,7.75,8,7.75,7.83,7.92,7.5,10,10,10,7.67,0,84.42,11.20%,0 full defects,0,,1 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,太巴塱多恩莊園 (Tafalong to`em Farm),2024花蓮縣第8屆精品咖啡評鑑批次,太巴塱多恩莊園 (Tafalong to`em Farm),,Taiwan Coffee Laboratory,250,"花蓮縣光復鄉Hualien County,Guangfu Township","曾梅玲( Tseng, mei-ling)",1,10 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 4th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Completed,Pulped natural / honey,7.75,7.83,7.75,7.75,7.75,7.75,10,10,10,7.83,0,84.42,10.40%,0 full defects,0,Brown,2 full defects,,"October 4th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Vietnam,Hoàng Luận Farm,1,Hoàng Luận Farm,,Dalanka Forest Farm,650,"Phú Xuân, Krông Năng, Đăk Lăk",Dalanka Forest Farm,8,60 kg,HQJ Coffee School,2023 / 2024,"July 12th, 2024",Dalanka Forest Farm,Catimor,Completed,Pulped natural / honey,8.08,7.83,7.67,7.75,7.58,7.75,10,10,10,7.75,0,84.42,10.90%,0 full defects,0,Green,0 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Thailand,ไร่ดินดี tea&coffee,1,Dry,,Rai Dindee Tea&Coffee,1350,Ban Doi-Ngam,Hassadin Merlae,2,10 kg,Specialty Coffee Institute of Thailand,2022 / 2023,"November 7th, 2024",Hassadin Merlae,Catimor,Completed,Natural / Dry,7.75,7.92,7.75,7.92,7.58,7.75,10,10,10,7.75,0,84.42,9.30%,0 full defects,0,Yellow - Green,0 full defects,,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,Akha Le,1,Akha Le,,PC89 Coffee,1400,Thailand,Phichit,2,1000 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Phichit Bunyuenphanakun,Catimor,Completed,Natural / Dry,8,8,7.58,7.92,7.58,7.58,10,10,10,7.75,0,84.42,8.70%,0 full defects,0,Yellowish,3 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Indonesia,Edwin Lubis,-,dry mill,,,1300,Marancar,Edwin Lubis,1,2 kg,5758 Coffee Lab,2024,"December 27th, 2024",Edwin Lubis,Sumatra,Completed,Pulped natural / honey,7.92,7.92,7.5,8.08,7.58,7.58,10,10,10,7.83,0,84.42,11.90%,0 full defects,0,Pale Yellow,1 full defects,,"December 27th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163
arabica,Thailand,RS COFFEE THEPSADEJ,1,แปรรูปเปียกหรือแห้ง,,SCITH,1250,DoiSaket,KUNCHAYA CHANTHIANG,1,10 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",กุลชญา จันทร์เที่ยง,Catimor,Completed,Pulped natural / honey,8,8,7.58,7.83,7.75,7.58,10,10,10,7.67,0,84.42,10.20%,0 full defects,0,Green,1 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,Kantima Tadplevthong,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,Phupha Estate,1450,"Thep Sadet, Doi Saket, Chiang Mai",Kantima Tadplevthong,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Kantima Tadplevthong,other,Completed,Natural / Dry,7.83,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,0,84.42,9%,0 full defects,0,Green-Yellow,0 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Taiwan,靜心恬咖啡莊園,902 Typica,益豐機械咖啡豆去皮脫殼機剝殼機兩用設備 100型,,靜心恬咖啡農莊,400,復興區義興部落,歐恩萍,1,5 kg,Blossom Valley International宸嶧國際,2024 / 2025,"March 19th, 2025",靜心恬咖啡農莊,Typica,Completed,Natural / Dry,7.92,7.92,7.83,7.58,7.75,7.67,10,10,10,7.67,0,84.33,10.20%,0 full defects,0,yellow-Green,2 full defects,,"March 19th, 2026",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323
arabica,Thailand,Wicha Saenrungarun,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"145,Ngop, Thung Chang ,Nan, 55130",1550,"Ngop, Thung Chang, Nan",Wicha Saenrungarun,2,25 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Wicha Saenrungarun,Java,Completed,Washed / Wet,8.17,7.92,7.58,7.92,7.67,7.5,10,10,10,7.58,0,84.33,9.60%,0 full defects,0,,1 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Thailand,SOFT Coffee,Wash Carbonic,"Mogoju Bean co.,ltd.",,SOFT Coffee,1200,"Omkoi,Chiangmai,Thailand",Ms.Radchadaporn Junprasert,2,25 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Radchadaporn,"Catimor ,Typica, Bourbon",Completed,Wash Carbonic Process,8,8.17,8.08,8.08,7.92,8,8,10,10,8.08,0,84.33,9.90%,0 full defects,0,Green,0 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Thailand,Kompit Panasupon,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"77,Luang Nuea, Doi Saket ,Chiang Mai, 50220",1400,"Luang Nuea,Doi Saket,Chiang Mai",Kompit Panasupon,3,20 kg,Coffee Quality Institute,2023 / 2024,"September 19th, 2024",Kompit Panasupon,Catimor,Completed,Natural / Dry,7.83,7.75,7.58,7.75,7.92,7.75,10,10,10,7.75,0,84.33,9.80%,0 full defects,0,Green,3 full defects,,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only
arabica,Colombia,La fortaleza,3-0104-00206 Popayán Supremo,Trilladora Pubenza,3-0104-00206,Cafe Colsuaves,1700,Popayán Cauca,La fortaleza,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024,"December 5th, 2024",pablo velosa,Castillo/Caturra,Completed,Washed / Wet,7.83,7.75,7.67,7.92,7.83,7.67,10,10,10,7.67,0,84.33,11.10%,0 full defects,2,Green,3 full defects,,"December 5th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Thailand,Akha Le,1,Akha Le,,PC89 Coffee,1400,Thailand,Phichit,2,1000 kg,Specialty Coffee Institute of Thailand,2023 / 2024,"October 29th, 2024",Phichit Bunyuenphanakun,Catimor,Completed,Pulped natural / honey,7.67,7.92,7.58,8,7.67,7.58,10,10,10,7.83,0,84.25,9.20%,0 full defects,0,Green,3 full defects,,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492"
arabica,Colombia,Finca Las Acacias - Vereda Juanambu,3-59-02868,Pasto,3-59-02868,Carcafé Ltda,1959,Nariño,Segundo Viveros Santa Cruz,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024 / 2025,"December 9th, 2024",Maria Paz Villada,Caturra,Completed,Washed / Wet,7.83,7.67,7.58,8.08,7.83,7.67,10,10,10,7.58,0,84.25,1104%,0 full defects,2,Green,4 full defects,,"December 9th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991
arabica,Vietnam,THY THY FARM,1,THY THY FARM,,ThyThy Farm,1550,"Trạm Hành, Cầu Đất, Đà Lạt, Lâm Đồng",Công Ty TNHH Cà Phê Sạch Intenso,5,60 kg,HQJ Coffee School,2019 / 2020,"July 12th, 2024",Lê Huyền Ngọc Thy,TN9-TN10,Completed,Washed / Wet,7.67,7.75,7.67,7.83,7.83,7.67,10,10,10,7.83,0,84.25,11.80%,0 full defects,0,Green,4 full defects,,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008
arabica,Taiwan,優遊吧斯瑪翡咖啡莊園 Yuyupas Coffee Manor,"2024 Sustainable Specialty Coffee Farm Awards,S061",優遊吧斯瑪翡咖啡莊園 Yuyupas Coffee Manor,,Taiwan Coffee Laboratory,1200,"嘉義縣阿里山鄉 Alishan Township, Chiayi County","鄭虞坪 JHENG,YU-PING",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,"October 29th, 2024",Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Completed,Natural / Dry,7.83,7.83,7.67,7.83,7.58,7.75,10,10,10,7.75,0,84.25,10.20%,0 full defects,0,Greenish,0 full defects,,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612"
arabica,Guatemala,Finca Alta Luz,11-63-550,Beneficio agua santa,11-63-550,"RETRILLAS DEL PACIFICO, S.A.",1400,Huehuetenango,MARIA DE LOS ANGELES PEREZ,600,30 kg,Asociacion Nacional Del Café,2023 / 2024,"May 14th, 2024",Astrid Fabiola Campos Albeño,Bourbon,Completed,Washed / Wet,7.58,7.92,7.67,7.75,7.75,7.75,10,10,10,7.83,0,84.25,9.40%,0 full defects,1,Green,3 full defects,,"May 14th, 2025",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Byron Castillo - +502 47018080
